index:ID,yaocai,:LABEL
107242,芙蓉花Fú Rónɡ Huā拒霜花、片掌花、四面花、转观花、醉酒芙蓉、文官花、九头花、七星花、富常花、霜降花、山芙蓉、胡索花、旱芙蓉、三变花。,yaocai
107243,茯神木Fú Shén Mù黄松节、松节、茯神心、茯神心木、茯苓木,yaocai
107244,蜂窝草Fēnɡ Wō Cǎo蜂巢草（广州部队《常用中草药手册》），绣球防风（《文山中草药》）。,yaocai
107245,蜂糖罐Fēnɡ Tánɡ Guàn蜜糖罐、蜂糖花、蜜桶花、猫花,yaocai
107246,蜂药Fēnɡ Yào翠云草、翠羽草、石打穿、水梭罗、家昌金、小爬岩草、地虱子、风轮草,yaocai
107247,蜂毒Fēnɡ Dú蜜蜂毒素,yaocai
107248,茯苓Fú Línɡ茯菟（《本经》），茯灵（《史记》），茯蕶（《广雅》），伏苓、伏菟（《唐本草》），松腴（《记事珠》），绛晨伏胎（《酉阳杂俎》），云苓（《滇海虞衡志》），茯兔（《纲目》），松薯、松木薯，松苓（《广西中药志》）。,yaocai
107249,蜂蝇Fēnɡ Yínɡ花虻、食蚜蝇,yaocai
107250,蝮蛇Fù Shé虺（《诗经》），反鼻（《经典释文》），土虺蛇（《普济方》），反鼻蛇（《纲目》），碧飞（《湖州府志》），方胜板、土锦、灰地匾（《纲目拾遗》），草上飞（薛德焴《系统动物学》），七寸子、土公蛇、狗屙蝮、烂肚蝮（《生物学通报》3：4，1958），土球子（《东北动物药》），地扁蛇（《中国药学大辞典》）。,yaocai
107251,蜂乳Fēnɡ Rǔ王浆、乳浆（《医学科学参考资料》）。,yaocai
107252,蜂蜜Fēnɡ Mì石蜜、石始（《本经》），食蜜（《伤寒论》），蜜（《金匮要略》），白蜜（《药性论》），白沙蜜（《本草衍义》），蜜糖（《本草蒙筌》），沙蜜、蜂糖（《纲目》）。,yaocai
107253,蜂蜡Fēnɡ Là蜜蜡、蜡、蜜跖、黄蜡、白蜡、黄占,yaocai
107254,西红柿Fān Qié小金瓜、喜报三元、西红柿、番李子、金橘、洋柿子、番柿,yaocai
107255,费菜Fèi Cài养心草、倒山黑豆（《福建民间草药》），马三七、白三七、胡椒七（《湖南药物志》），七叶草（《闽东本草》），晏海豆丬、回生草（《福建中草药》），血草（福建晋江《中草药手册》）。,yaocai
107256,覆盆子Fù Pén Zi覆盆、乌藨子、小托盘、山泡、竻藨子,yaocai
107257,釜脐墨Fǔ Qí Mò月下灰（《补缺肘后方》），釜下墨（《千金方》），釜月中墨（《四声本草》），铛墨（《开宝本草》），釜底墨（《本草图经》），锅底墨（《普济方》），锅脐墨（《简便单方》），铛底煤（《品汇精要》），釜煤、釜炲（《纲目》），锅底灰（《本草再新》）。,yaocai
107258,防己Fánɡ Jǐ解离（《本经》），载君行（《本草蒙筌》），石解（《纲目》）。,yaocai
107259,茯神Fú Shén伏神（《本草经集注》）,yaocai
107260,附地菜Fù Dì Cài鸡肠（《本草经集注》），鸡肠草（《别录》），地胡椒（《贵州草药》）。,yaocai
107261,防风草Fánɡ Fēnɡ Cǎo落马衣、假紫苏、马衣叶（《生草药性备要》），稀莶草、土防风（《岭南采药录》），四方茎、臭草（《广西中兽医药植》），臭苏头、鸭儿蔑（《陆川本草》），秽草（《南宁市药物志》），大篾草、大羊古骚（《广西中药志》），排风草（广州部队《常用中草药手册》），臭苏（《福建中草药》）。,yaocai
107262,防已Fánɡ Yǐ汉防已、瓜防已、石蟾蜍、长根金少年犯,yaocai
107263,防风Fánɡ Fēnɡ铜芸、回云、回草、百枝、百种、屏风、风肉,yaocai
107264,风兰Fēnɡ Lán净瓶、石芭蕉、大果上叶、牛骨棒,yaocai
107265,风寒草Fēnɡ Hán Cǎo临时救、过路黄、小过路黄、胡氏排草、对生黄花叶、小风寒、红头绳、黄花珠、九莲灯、大疮药、爬地黄黄,yaocai
107266,风毛菊Fēnɡ Máo Jú八棱麻、八楞麻、三棱草、八面风,yaocai
107267,风气草Fēnɡ Qì Cǎo仁皂刺、乳痈药、白龙须,yaocai
107268,风箱树根Fēnɡ Xiānɡ Shù Gēn水杨梅蔃、杨梅树根、水杨梅根、八卦风、黄被棒,yaocai
107269,附子Fù Zǐ附片、盐附子、黑顺片、白附片,yaocai
107270,覆盆子叶Fù Pén Zi Yè西国草、覆盆草叶,yaocai
107271,风箱树Fēnɡ Xiānɡ Shù假杨梅、大叶水杨梅、珠花树、水壳木,yaocai
107272,风花菜Fēnɡ Huā Cài蔊菜（《黑龙江省主要野生药用植物的鉴别及中草药新制剂》），叶香（藏名）。,yaocai
107273,风藤草Fēnɡ Ténɡ Cǎo小木通、细木通、木通,yaocai
107274,风车藤Fēnɡ Chē Ténɡ红龙、狗角藤。,yaocai
107275,风藤草根Fēnɡ Ténɡ Cǎo Gēn木通,yaocai
107276,风轮菜Fēnɡ Lún Cài蜂窝草、节节草（《贵州民间药物》），苦地胆、熊胆草、九层塔（广州空军《常用中草药手册》），落地梅花、九塔草（《浙江民间常用草药》）。,yaocai
107277,风箱树叶Fēnɡ Xiānɡ Shù Yè风箱树、水杨梅、珠花树、鸡仔木、马烟木、水抱木、大叶水杨梅、假番桃,yaocai
107278,凹瓦韦āo Wǎ Wéi藏瓦韦,yaocai
107279,安徽刺黄柏ān Huī Cì Huánɡ Bò黄柏、刺黄柏、三颗针,yaocai
107280,安息香ān Xī Xiānɡ拙贝罗香,yaocai
107281,安胎药ān Tāi Yào骨筋草、吓唬草。,yaocai
107282,凹头苋āo Tóu Xiàn野苋菜、光苋菜,yaocai
107283,凹朴皮āo Pǔ Pí马桂木皮,yaocai
107284,凹裂毛麝香āo Liè Máo Shè Xiānɡ毛麝香、山薄荷,yaocai
107285,庵 （艹闾）ān （ Cǎo Lǘ ）庵（艹闾）草、庵 （艹闾）篙、淹 （艹闾）、覆（艹闾）、臭篙、庵蒿,yaocai
107286,安龙香科科ān Lónɡ Xiānɡ Kē Kē里苏子,yaocai
107287,庵摩勒ān Mó Lè余甘子（《临海异物志》），余甘（《唐本草》），庵摩落迦果（《纲目》），望果（《中国树木分类学》），油甘子（《广州植物志》），牛甘子（《南宁市药物春》），橄揽子（《四川中药志》），喉甘子、鱼木果（《广西药植名录》），滇橄榄（《云南中草药选》）。,yaocai
107288,庵闾ān Lǘ庵芦（《本草经集注》），庵闾草（《千金翼方》），庵闾蒿（《广利方》），淹茼（《履巉岩本草》），覆闾（《纲目》），臭蒿（《药材资料汇编》）。,yaocai
107289,昂天莲ánɡ Tiān Lián鬼棉花、仰天盅、水麻、假芙蓉。,yaocai
107290,飞扬草Fēi Yánɡ Cǎo大飞扬、大乳汁草、节节花,yaocai
107291,飞来鹤Fēi Lái Hè奶浆藤（《天宝本草》），牛皮冻、野红苕（成都《常用草药治疗手册》）。,yaocai
107292,飞机草Fēi Jī Cǎo香泽兰（广州部队《常用中草药手册》）,yaocai
107293,飞燕草Fēi Yàn Cǎo彩雀（《广州植物志》）,yaocai
107294,鳜鱼Guì Yú鳜豚、水豚（《日华子本草》），石桂鱼（《开宝本草》），锦鳞鱼（《东医宝鉴》），桂鱼（《本草求真》），鲚鱼（《随息居饮食谱》），鳌花鱼，母猪壳（《中国动物图谱·鱼类》）。,yaocai
107295,饭包草Fàn Bāo Cǎo大号日头舅、竹叶菜、千日菜、火柴头,yaocai
107296,饭团根Fàn Tuán Gēn入地麝香、过山香（《广西药植名录》），透地连珠、钻地风、三百两银（广州部队《常用中草药手册》）。,yaocai
107297,饭团藤Fàn Tuán Ténɡ风沙藤、过山风、黑老虎（《岭南采药录》），十八症（《陆川本草》），臭饭团、过山龙藤（《海南植物志》），大饭团藤、血藤、大叶钻骨风、鸡肠风（《广西药植名录》），绯红南五味子（江西《草药手册》），酒饭团（《农村中草药制剂技术》）。,yaocai
107298,飞廉Fēi Lián飞轻（《本经》），天荠、伏猪、伏兔、飞雉、木禾（《别录》），飞廉蒿（《千金翼方》），老牛错（《黑龙江中药》），红花草、刺打草，雷公菜（《湖南药物志》），大力王、枫头棵。飞帘（苏医《中草药手册》）。,yaocai
107299,飞龙掌血Fēi Lónɡ Zhǎnɡ Xuè血莲肠、见血飞（《分类草药性》），血见愁（《贵阳民间药草》），大救驾（《贵州民间药物》），三百棒、见血散（《湖南药物志》），散血丹（《广西药植名录》），飞龙斩血（《云南中草药选》）。,yaocai
107300,飞天蠄蟧Fēi Tiān Qín Liáo龙骨风、大贯众（《广西实用中草药新选》），山蠄蟧（广东）。,yaocai
107301,鳆鱼Fù Yú鲍鱼,yaocai
107302,鲂鱼Fánɡ Yú鳊鱼、平胸鳊、法罗鱼、乌鳊、花边、三角鳊,yaocai
107303,桉叶ān Yè桉树叶、蓝桉叶、羊草果叶,yaocai
107304,飞蛾七Fēi é Qī飞蛾七、岩风七、老虎香、狗尾升麻、雨点草、血经草、石黄草、石笋一枝花,yaocai
107305,飞蛾树Fēi é Shù飞蛾楠、蝴蝶树、鸡火树。,yaocai
107306,桉树果ān Shù Guǒ洋草果、楠桉果、桉果,yaocai
107307,矮人陀ǎi Rén Tuó狗头七、岩七（《昆明民间常用草药》），见肿消、鹿衔草（《贵州药植目录》）。,yaocai
107308,矮杨梅ǎi Yánɡ Méi杨梅（《云南中草药》）。,yaocai
107309,矮杨梅果ǎi Yánɡ Méi Guǒ杨梅果、滇杨梅、酸杨梅,yaocai
107310,矮子常山ǎi Zi Chánɡ Shān木质山海螺,yaocai
107311,矮脚南ǎi Jiǎo Nán矮叶南、矮子南、小白花草、矮陀陀。,yaocai
107312,矮脚龙胆ǎi Jiǎo Lónɡ Dǎn小龙胆草,yaocai
107313,矮脚罗伞ǎi Jiǎo Luó Sǎn小罗伞、矮茶风、毛茎紫金牛、九节龙、地茶、猴接骨、毛罗伞、土丹皮、石狮子、铁羊伞,yaocai
107314,矮脚苦蒿ǎi Jiǎo Kǔ Hāo鱼胆草、苦艾、劲直假蓬、金龙胆草、金蒿枝、刘寄奴、细苦蒿、毛苦蒿、油蒿、龙胆草,yaocai
107315,矮茎朱砂根ǎi Jīnɡ Zhū Shā Gēn九管血（《植物名实图考》）。八爪金龙、八爪龙、开喉箭、猪总管（南川《常用中草药手册》），矮陀陀、团叶八爪金龙、地柑子（《贵州草药》），大郎伞（《广西药植名录》）。,yaocai
107316,矮醋栗ǎi Cù Lì黄果矮茶藨。,yaocai
107317,矮陀陀ǎi Tuó Tuó小地黄连、小独根、思茅地黄连、千年矮。,yaocai
107318,艾实ài Shí艾子,yaocai
107319,石荠苎Shí Qí Zhù鬼香油、小鱼仙草、香茹草、野荆芥、痱子草、土荆芥、野香茹、热痱草、香草、野芥菜、白鹤草、天香油、五香草、土茵陈、紫花草,yaocai
107320,艾纳香根ài Nà Xiānɡ Gēn大风艾根,yaocai
107321,艾叶ài Yè艾（《诗经》），又名：冰台（《尔稚》），艾蒿（《尔雅》郭璞注），医草（《别录》），灸草（《埤雅》），蕲艾（《蕲艾传》），黄草（《纲目》），家艾（《医林纂要》），甜艾（《本草求原》），草蓬、艾蓬、狼尾蒿子、香艾、野莲头、阿及艾。,yaocai
107322,艾片ài Piàn艾脑香（《现代实用中药》），艾粉、结片（《药材资料汇编》）。,yaocai
107323,艾纳香ài Nà Xiānɡ大风艾、牛耳艾、再风艾、大骨风、大黄草、冰片艾、冰片叶、真金草、土冰片、艾粉、叶下香、山大艾,yaocai
107324,艾麻草ài Má Cǎo铁秤铊、禾麻草,yaocai
107325,艾虎ài Hǔ地狗、艾鼬、两头乌、臭狗子,yaocai
107326,阿尔太多榔菊ā ěr Tài Duō Lánɡ Jú太白菊、太白小紫菀,yaocai
107327,阿利藤ā Lì Ténɡ念珠藤（《广州植物志》），瓜子藤、瓜子英、山红木、过山香、春根藤、过骨边（《福建民间草药》），瓜子金（《浙江中药资源名录》），七里香（《福建中草药》）。,yaocai
107328,阿尔泰瑞香ā ěr Tài Ruì Xiānɡ尖瓣瑞香（《中国高等植物图鉴》）。,yaocai
107329,阿尔泰紫菀ā ěr Tài Zǐ Wǎn燥原蒿、铁杆蒿,yaocai
107330,阿月浑子ā Yuè Hún Zǐ胡棒子、无名子。,yaocai
107331,阿氏蒿ā Shì Hāo藏药名：堪巴色保,yaocai
107332,阿里红ā Lǐ Hónɡ落叶松茸（《新疆中草药手册》）。,yaocai
107333,二叶舌唇兰èr Yè Shé Chún Lán土白及,yaocai
107334,二歧根莲花根èr Qí Gēn Lián Huā Gēn土黄芩、草玉梅,yaocai
107335,二色内风消èr Sè Nèi Fēnɡ Xiāo香苏子、北五味子,yaocai
107336,鹌鹑ān Chun鹑、鹩、罗鹑、赤喉鹑、红面鹌鹑,yaocai
107337,二仙桃èr Xiān Táo绿蟾蜍花、绿叶绿花、仙鹅抱蛋、水竹花,yaocai
107338,二色补血草èr Sè Bǔ Xuè Cǎo蝎子花菜、屹蚤花、野菠菜、燎眉蒿、补血草、扫帚草、匙叶草、血见愁、秃子花、苍蝇花、白花菜棵、矶松、盐云草、盐云参、闹蝇花、蝇子花、苍蝇架,yaocai
107339,二郎剑èr Lánɡ Jiàn见血草,yaocai
107340,阿魏ā Wèi熏渠（《唐本草》），魏去疾（侯宁极《药谱》），阿虞、形虞（《酉阳杂俎》），哈昔泥（《纲目》），五彩魏（《中药志》），臭阿魏（《新疆中草药手册》）。,yaocai
107341,儿茶ér Chá儿茶膏、孩儿茶、黑儿茶,yaocai
107342,峨参é Shēn田七（《四川中药志》），金山田七（《四川常用中草药》）。,yaocai
107343,峨眉半边莲é Méi Bàn Biān Lián观音莲、半边莲、峨眉莲座蕨,yaocai
107344,峨眉紫金牛é Méi Zǐ Jīn Niú红豆子、点抵改房、两逊逊,yaocai
107345,峨屏草é Pínɡ Cǎo峨眉岩雪下,yaocai
107346,峨三七é Sān Qī芋儿七（《四川常用中草药》）。,yaocai
107347,峨眉石凤丹é Méi Shí Fènɡ Dān一枝花、石凤丹、随身丹、小瓢儿菜,yaocai
107348,峨眉观音座莲é Méi Guān Yīn Zuò Lián峨眉半边莲,yaocai
107349,峨眉蕨贯众é Méi Jué Guàn Zhònɡ贯众,yaocai
107350,峨眉香科é Méi Xiānɡ Kē峨眉石蚕、野烟,yaocai
107351,耳叶排草ěr Yè Pái Cǎo二郎箭,yaocai
107352,耳水苋ěr Shuǐ Xiàn金桃仔、大仙桃草,yaocai
107353,峨眉耳蕨é Méi ěr Jué万年青、树林株,yaocai
107354,耳草ěr Cǎo较剪草、鲫鱼胆草、山过路蜈蚣、蜈蚣草、行路蜈蚣、节节花、鲫鱼草、龙胆草、苦胆草、节节白花、细叶假红兰、散血草、黑头草、荞糕草、野甘草,yaocai
107355,萼果香薷è Guǒ Xiānɡ Rú香薷（《新疆中草药手册》），土香薷（《西藏常用中草药》）。,yaocai
107356,蛾药é Yào火把花、火草,yaocai
107357,莪术é Shù蓝心姜、黑心姜、姜七,yaocai
107358,饿蚂蝗è Mǎ Huánɡ红掌草（《峨嵋药植》），山豆根、烂玉树、大红袍（《贵州草药》），山蚂蝗、粘身草（《广西中草药》）。,yaocai
107359,阿胶ē Jiāo傅致胶（《本经》），盆覆胶（陶弘景），驴皮胶（《千金·食治》）。,yaocai
107360,鹅掌楸é Zhǎnɡ Qiū马挂木、双飘树,yaocai
107361,鹅不食草é Bù Shí Cǎo食胡荽（《品汇精要》），野园荽（《濒湖集简方》），鸡肠草（《纲目》），鹅不食（《生草药性备要》），地芫荽（《医林纂要》），满天星、沙飞草、地胡椒、大救驾（《简易草药》），三节剑（《分类草药性》），山胡椒、连地稗（《岭南采药录》），球子草（《广州植物志》），二郎戟、小救驾（《贵州民间方药集》），杜网草、猪屎草（《福建民间草药》），砂药草（《江苏植药志》），白地茜（《南宁市药物志》），猪屎潺（《广西中药志》），通天窍（《四川中药志》），雾水沙、猫沙、小拳头（《广东中药》），铁拳头、散星草、地杨梅、三,yaocai
107362,鹅绒藤é Rónɡ Ténɡ羊奶角角，牛皮消,yaocai
107363,鹅管石é Guǎn Shí滴乳石、钟乳鹅管石,yaocai
107364,鹅掌金星草é Zhǎnɡ Jīn Xīnɡ Cǎo辟瘟草、鸭脚金星草（《百草镜》），独脚金鸡（《纲目拾遗》），猪蹄叉、鸡脚叉、乌毛丁（《贵州民间方药集》），鸭脚珠、鸭脚掌、三叉剑（《江西民间草药》），三角风、双风尾草（《四川中药志》），七星箭（《陕西植药调查》），鹅脚伸筋、三叉风、盐挑草（《湖南药物志》），鸭掌香、鸭掌星、鸭胶掌、鸭胶草（《闽东本草》），二叉曲、三叉虎、三滴血（《广西药植名录》），鸭脚草（《江苏植药志》）。,yaocai
107365,鹅肉é Ròu鹅、舒雁、家雁,yaocai
107366,鹅肠草é Chánɡ Cǎo抽筋草、鹅肠菜、伸筋藤、鹅耳肠（《云南中草药》），壮筋丹，鸡卵菜（《陕西中草药》）。,yaocai
107367,鹅肠菜é Chánɡ Cài脚皮菜、鸡肠菜、黑昆布、小海带、野海带、脚白菜、鹅蛋菜、簸箕菜、面筋菜、土海带、海带丝,yaocai
107368,鹅蛋壳é Dàn Ké鹅子壳,yaocai
107369,鹅臎é Cuì鹅尾罂,yaocai
107370,鹅观草é Guān Cǎo茅草箭、茅灵芝,yaocai
107371,鹗骨è Gǔ鹗、睢鸠、王睢、沸波、鱼鹰、下窟乌、雕鸡、食鱼鹰,yaocai
107372,脓见愁Nónɡ Jiàn Chóu拔脓膏、脓见消、黄花稔、小柴胡、黄花母、黄花草、地马桩、地膏药、牛筋麻、牛肋筋、糯米药、砂宁根、地旁草、地旁蒟。,yaocai
107373,披针骨牌蕨Pī Zhēn Gǔ Pái Jué万年青、克氏骨牌蕨,yaocai
107374,披麻草根Pī Má Cǎo Gēn小棕包、天蒜、千张纸、大力王,yaocai
107375,牡荆子Mǔ Jīnɡ Zǐ小荆实、牡荆实、荆条果、黄荆子,yaocai
107376,雀榕叶Què Rónɡ Yè白米叶,yaocai
107377,雀翘Què Qiào去母、更生、长野荞麦草、大叶野荞麦草、长叶荞麦草、倒刺林、养麦刺、水红骨蛇、秋雀翘、降龙草、走游草、钩钧草、尖叶寥,yaocai
107378,蛇葡萄Shé Pú Tɑo酸藤（《植物名实图考》），山葡萄、爬山虎（《植物名汇》），蛇白蔹（《种子植物名称》），野葡萄（《泉州本草》），烟火藤（《江苏药材志》），山天萝、过山龙、母苦藤（《浙江天目山药植志》），见肿消、梦中消、见毒消、内红消、外红消、酸古藤、禾黄藤、禾稼子藤（《江西草药》），山刺瓜、大叶岩益（《浙扛民间常用草药》），狗葡萄、山胡烂（《东北常用中草药手册》）。,yaocai
107379,虱草花Shī Cǎo Huā明涧色尔布（藏名）,yaocai
107380,蛇婆子Shé Pó Zǐ和他草、满地毯、仙人撤网、草梧桐、太古粥。,yaocai
107381,师实Shī Shí自然谷、禹余粮、师草实、海米、砂贡子,yaocai
107382,省藤Shěnɡ Ténɡ红藤、赤藤,yaocai
107383,水鳖Shuǐ Biē水白、水苏、芣菜、马尿花、水旋覆、油灼灼、白苹,yaocai
107384,水柏枝Shuǐ Bǎi Zhī砂柳（《青海常用中草药手册》）。,yaocai
107385,水百合Shuǐ Bǎi Hé八仙贺寿草、山丹草、山丹、荞麦叶贝母、心叶百合、大叶百合、洋兜铃、山芋艿、苦百合、喇叭、菠萝头、百合。,yaocai
107386,水八角Shuǐ Bā Jiǎo花鸡公、一口血、枫香细辛、蜈蚣七、血蜈蚣、虎爪、水黄连、水蜈蚣、风吹不动、酸猴儿。,yaocai
107387,霜红藤Shuānɡ Hónɡ Ténɡ霜江藤、哥兰叶、穿山龙、山货榔、小红藤、白花藤。,yaocai
107388,双肾子Shuānɡ Shèn Zǐ天鹅抱蛋、玉凤花根、对对参、双黄参、双肾参、老母鸡抱蛋、金鹅抱蛋、羊肾参、金刚如意、对人参、偏坠药、鸡卵参、山象牙、腰子七,yaocai
107389,双肾草Shuānɡ Shèn Cǎo肾阳草、鸡肾参、对对参,yaocai
107390,双翎草Shuānɡ Línɡ Cǎo瘦狗还阳草、紫油苏、小花香棵、扫把茶、酒药花、沙虫药,yaocai
107391,双花堇菜Shuānɡ Huā Jǐn Cài谷穗补、短距堇菜。,yaocai
107392,双股箭Shuānɡ Gǔ Jiàn小接骨丹、大一枝箭、毛叶威灵仙、红毛三七,yaocai
107393,双飞蝴蝶Shuānɡ Fēi Hú Dié蝴蝶草、鹞子草（《南宁市药物志》），蝴蝶风（《广西中药志》）。,yaocai
107394,双参Shuānɡ Shēn萝卜参、童子参、羊蹄参、山苦参、子母参（《云南中草药》），合合参（《云南中草药选》）。,yaocai
107395,刷把草Shuā Bǎ Cǎo怀胎草、山柳叶菜、无风自动草,yaocai
107396,树腰子Shù Yāo Zi楝叶吴茱萸 、红花树、臭油林、野米辣、擦树。,yaocai
107397,树五加Shù Wǔ Jiā小白鸡骨头、鸡骨头叶、三叶树、金刚尖、良旺头、小五加皮,yaocai
107398,树头发Shù Tóu Fɑ银头发,yaocai
107399,树头菜Shù Tóu Cài鹅脚木叶、鼓槌果、苦洞树、鸡爪菜、帕贡,yaocai
107400,树舌Shù Shé赤色老母菌、扁芝、梨菌、枫树芝、老母菌、扁蕈、白斑腐菌、木灵芝、树耳朵、老牛肝,yaocai
107401,树救主Shù Jiù Zhǔ野八角、假八角、土八角,yaocai
107402,树韭菜Shù Jiǔ Cài龙须草、木莲金、丝带蕨,yaocai
107403,树茭瓜Shù Jiāo Guā虎头兰（《云南思茅中草药选》），吊兰（广州空军《常用中草药手册》），硬叶兰（《广西药植名录》）。,yaocai
107404,树火麻Shù Huǒ Má电树,yaocai
107405,树地瓜Shù Dì Guā山枇杷、牛奶根、斑鸠食子（《四川常用中草药》）。,yaocai
107406,树葱Shù Cōnɡ石葱、蜈蚣草（《云南中草药选》），岩葱（《云南思茅中草药选》）。,yaocai
107407,树扁竹Shù Biǎn Zhú燕尾扁竹兰、鱼尾巴草、树竹、老鼠尾、石扁兰、野扁竹、石扁竹、毛鼠尾,yaocai
107408,薯良Shǔ Liánɡ赭魁（《别录》），朱砂莲、鸡血莲、血母（《贵州民间方药集》），血三七、雄黄七、血葫芦、朱砂七、红药子、恶边（《湖南药物志》），酱头、避血雷（《贵州草药》），金花果（《云南中草药》），红孩儿、孩儿血（江西《草药手册》），血娃（《曲靖医药》）。,yaocai
107409,薯莨Shǔ Lànɡ赭魁、薯良、鸡血莲、血母、朱砂七、红药子、金花果、红孩儿、孩儿血、牛血莲、染布薯,yaocai
107410,蜀羊泉Shǔ Yánɡ Quán羊泉、羊饴、漆姑、青杞、野茄、小孩拳、红葵、野茄子、野枸杞、野辣子、药人豆,yaocai
107411,蜀漆Shǔ Qī鸡尿草、鸭尿草、七叶,yaocai
107412,蜀葵叶薯蓣Shǔ Kuí Yè Shǔ Yù龙骨七、穿山龙、细山药,yaocai
107413,蜀葵苗Shǔ Kuí Miáo葵茎、赤葵茎。,yaocai
107414,蜀葵花Shǔ Kuí Huā吴葵华、侧金盏、白淑气花、棋盘花、蜀其花、蜀季花、麻杆花、舌其花、大蜀季花、果木花、木槿花、熟季花、秫秸花、端午花、大秫花、饼子花、公鸡花、擀杖花、单片花。,yaocai
107415,蜀葵根Shǔ Kuí Gēn葵花根、土黄蓍、棋盘花根。,yaocai
107416,鼠尾粟Shǔ Wěi Sù线香草、老鼠尾、鼠尾牛顿草（《福建中草药》）。,yaocai
107417,鼠肾Shǔ Shèn鼠印,yaocai
107418,鼠舌草Shǔ Shé Cǎo肥猪草,yaocai
107419,鼠曲草Shǔ Qǔ Cǎo鼠耳、无心草（《别录》），鼠耳草、香茅（《本草拾遗》），蚍蜉酒草（《酉阳杂俎》），黄花白艾（《履巉岩本草》），佛耳草（《脾胃论》），茸母（邵桂子《雪舟脞语》），黄蒿（《本草会编》），米曲、毛耳朵（《纲目》），水菊（《质问本草》），绵絮头草、金沸草、地莲、黄花子草（《纲目拾遗》），水蚁草（《植物名实图考》），清明香（《天宝本草》），追骨风、清明菜（《南京民间药草》），棉花菜（《贵州民间方药集》），菠菠草（《福建民间草药》），棉茧头、宽紧草（《浙江中药手册》），清明蒿、一面青（《民间常用草药汇编》）,yaocai
107420,鼠李Shǔ Lǐ牛李（《吴普本草》），鼠梓、稗（《别录》），赵李、皂李（《唐本草》），山李子（刘禹锡《传信方》），乌巢子（《本草图经》），女儿茶、牛筋子（《救荒本草》），楮李、乌槎子、牛皂子（《纲目》），绿子（《本经逢原》），乌罡子、牛诮子、禾镰子（《医林纂要》），羊史子（《植物名实图考》），臭李子（《中国树木分类学》）。,yaocai
107421,鼠妇画眉草Shǔ Fù Huà Méi Cǎo鱼串草,yaocai
107422,鼠妇Shǔ Fù伊威（《诗经》），蟠、鼠负（《尔雅》），负蟠、蛜蜮（《本经》），委黍（《说文》），负蠜（《广雅》），蜲黍（《别录》），鼠姑（陶弘景），鼠粘（《蜀本草》），鼠赖虫、湿生虫（《圣惠方》），地鸡（《寿域神方》），地虱（《纲目》），肥蛀蚋（《本草求原》），西瓜虫、蒲鞋头虫（《苏州本产药材》），潮湿虫（《中药志》），地虱婆（《四川中药志》），豌豆虫、瓢虫、潮虫子（《药材学》），土孵（《泉州本草》），暗板虫（《全展选编·外科》），鞋板虫（内蒙古《中草药新医疗法资料选编》）。,yaocai
107423,鼠Shǔ首鼠、老鼠、家鹿,yaocai
107424,黍米Shǔ Mǐ稷米、粢米、穄米、糜子米,yaocai
107425,黍茎Shǔ Jīnɡ黍穰（《补缺肘后方》）。,yaocai
107426,熟地黄Shú Dì Huánɡ熟地（《景岳全书》）。,yaocai
107427,舒筋草Shū Jīn Cǎo千金藤（《四川中药志》），灯笼草（《中国主要植物图说·蕨类》），青筋藤、毛伸筋（《广西植物名录》），吊壁伸筋草、伸筋草、灯笼勾（《广西实用中草药新选》）。,yaocai
107428,疏叶香根芹Shū Yè Xiānɡ Gēn Qín香根芹,yaocai
107429,梳篦叶Shū Bì Yè金鸡尾、年年松、大克蕨、山花蕨,yaocai
107430,书带蕨Shū Dài Jué晒不死、木莲金、九根索、马尾七、卷槽还阳、柳叶苇、树韭菜,yaocai
107431,手掌参Shóu Zhǎnɡ Shēn藏三七、佛手参、兰、掌参、手儿参、阴阳参。,yaocai
107432,柿漆Shì Qī柿涩,yaocai
107433,柿根Shì Gēn狐柿子根皮、柿于根,yaocai
107434,柿蒂Shì Dì柿钱（《洁古家珍》），柿丁（《中药志》），柿子把（《中药材手册》），柿萼（《药材学》）。,yaocai
107435,柿饼Shì Bǐnɡ火柿；乌柿；干柿；白柿；柿花；柿干,yaocai
107436,屎咕咕Shǐ Gū Gū鸟鴔、鸡冠鸟、山和尚、呼哱哱、臭姑鸪,yaocai
107437,使君子叶Shǐ Jūn Zǐ Yè水君叶（《生草药性备要》）。,yaocai
107438,使君子根Shǐ Jūn Zǐ Gēn史君根,yaocai
107439,使君子Shǐ Jūn Zǐ留求子（《南方草木状》），史君子（侯宁极《药诺》），五梭子（《药材资料汇编》），索子果（《南宁市药物志》），冬均子、病柑子（《中药材手册》）。,yaocai
107440,莳萝子Shí Luó Zǐ时美中（侯宁极《药谱》），莳萝椒（《本草蒙筌》），小茴香（《纲目》），瘪谷茴香（《本草正义》），土茴香（《中药志》）。,yaocai
107441,食茱萸Shí Zhū Yú越椒（《广雅》），檔子（《本草拾遗》），艾子（《本草图经》），辣子（《纲目》）。,yaocai
107442,食盐Shí Yán盐、咸鹾,yaocai
107443,实葫芦Shí Hú Lu佛顶珠,yaocai
107444,石指甲Shí Zhī Jiɑ半枝莲（《药镜》），鼠牙半支（《百草镜》），瓜子草、佛指甲、狗牙草（《分类草药性》），狗牙瓣（《四川中药志》），三七仔、土三七、黄瓜子草、鸡舌草（《广西药植名录》），白蜈蚣、狗牙齿（《浙江民间常用草药》），太阳花、枉开口（《上海常用中草药》）。,yaocai
